data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,notes_fr
8775767,324,GUI2140,2140,18/12/2021,2021,2,Riots,Violent demonstration,Rioters (Guinea),Students (Guinea),5,Rioters (Guinea),Students (Guinea); Police Forces of Guinea (2021-); Military Forces of Guinea (2021-) Gendarmerie,5,55,Western Africa,Guinea,Labe,Labe,Labe Centre,Labe,11.3182,-12.2833,1,Guinee Matin; Le Lynx; Guinea News; Guinee 7,International,"Around 18 December 2021, students from several high schools demonstrated and clashed with stones in Labe town (Labe Centre, Labe) after sextapes of some female students leaked on social media. The police and gendarmerie forces intervened to settle the situation. Several people were injured. The demonstrations lasted around 10 days. [size=no report]",0,1642167838,GIN,"[{'translation_text': 'Vers le 18 décembre 2021, des élèves de plusieurs écoles secondaires ont manifesté et ont eu des affrontements avec des pierres dans la ville de Labe (Labe Centre, Labe) après que des sextapes de certaines étudiantes eurent été diffusées sur les médias sociaux. La police et les forces de gendarmerie sont intervenues pour régler la situation. Plusieurs personnes ont été blessées.'}]"
8775770,566,NIG22992,22992,18/12/2021,2021,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Muslim Group (Nigeria),7,37,Western Africa,Nigeria,Ogun,Egbado North,,Aiyetoro,7.2333,3.0333,1,Nigeria Punch; Daily Independent (Nigeria); Daily Trust (Nigeria),International,"On 18 December 2021, two Muslim clerics were abducted by unidentified armed men from their residence in Aiyetoro (Egbado North, Ogun). The abductors demanded a ransom of 15 million naira; the victims were released around 22 December after 2.2million naira was paid as ransom.",0,1642167838,NGA,"[{'translation_text': 'Le 18 décembre 2021, deux clerics musulmans ont été enlevés par des hommes armés non identifiés de leur résidence à Aiyetoro (Egbado-Nord, Ogun) et ont exigé une rançon de 15 millions de naira; les victimes ont été libérées vers le 22 décembre après que 2,2 millions de naira aient été versés à titre de rançon.'}]"
8775771,566,NIG22993,22993,18/12/2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Tiv Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Awe,,Awe,8.1,9.1333,2,Legit; Nigeria Punch,International,"On 18 December 2021, suspected armed Fulani pastoralists attacked Tiv farmers in Awe LGA (Nassarawa), Obi and Lafia LGAs [coded separately] in reprisal of the discovery of the body of their kinsman in a community in the Obi LGA. Between 20 to 45 farmers were killed in the attacks which lasted from 17 to 19 December; 27 others were wounded and up to 5000 persons were displaced. 20 fatalities split across 9 events.",2,1642167838,NGA,"[{'translation_text': ""Le 18 décembre 2021, des éleveurs Fulani armés soupçonnés d'avoir attaqué des agriculteurs tiv dans la LGA d'Awe (Nassarawa), d'Obi et de Lafia [codes séparément] en représailles de la découverte du corps de leur parent dans une communauté de la LGA d'Obi. Entre 20 et 45 agriculteurs""}]"
8775772,566,NIG22996,22996,18/12/2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Tiv Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Lafia,,Lafia,8.4833,8.5167,2,Legit; Nigeria Punch,International,"On 18 December 2021, suspected armed Fulani pastoralists attacked Tiv farmers in Lafia LGA (Nassarawa), Obi and Awe LGAs [coded separately] in reprisal of the discovery of the body of their kinsman in a community in the Obi LGA. Between 20 to 45 farmers were killed in the attacks which lasted from 17 to 19 December; 27 others were wounded and up to 5000 persons were displaced. 20 fatalities split across 9 events.",3,1642167838,NGA,"[{'translation_text': ""Le 18 décembre 2021, des éleveurs Fulani armés soupçonnés d'avoir attaqué des agriculteurs tiv dans les LGA de Lafia (Nassarawa), Obi et Awe [codes séparément] en représailles de la découverte du corps de leur parent dans une communauté de l'Agglomération de Obi. Entre 20 et 45 agriculteurs ont été t""}]"
8775773,566,NIG22997,22997,18/12/2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Tiv Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Obi,,Obi,8.3667,8.7667,2,Nigeria Punch; Legit,International,"On 18 December 2021, suspected armed Fulani pastoralists attacked Tiv farmers in Obi LGA (Nassarawa), Lafia and Awe LGAs [coded separately] in reprisal of the discovery of the body of their kinsman in a community in the Obi LGA. Between 20 to 45 farmers were killed in the attacks which lasted from 17 to 19 December; 27 others were wounded and up to 5000 persons were displaced. 20 fatalities split across 9 events.",2,1642167838,NGA,"[{'translation_text': ""Le 18 décembre 2021, des éleveurs Fulani armés soupçonnés d'avoir attaqué des agriculteurs tiv dans les LGA d'Obi (Nassarawa), de Lafia et d'Awe [codes séparément] en représailles de la découverte du corps de leur parent dans une communauté de l'Agglomération d'Obi. Entre 20 et 45 ""}]"
8775774,566,NIG22998,22998,18/12/2021,2021,1,Battles,Armed clash,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-),,1,13,Western Africa,Nigeria,Anambra,Idemili South,,Obosi,6.097,6.8184,2,Nigeria Punch; New Telegraph,International,"On 18 December 2021, unidentified armed men attacked a police checkpoint at the Idemili-Obosi interchange on Onitsha-Owerri road (Idemili South, Anambra), coded to Obosi. Two policemen were killed and their patrol vehicle was burnt; one vehicle belonging to the assailants and the rifles of the killed officers were recovered, three of the assailants were arrested.",2,1642167838,NGA,"[{'translation_text': ""Le 18 décembre 2021, des hommes armés non identifiés ont attaqué un poste de contrôle de police situé à l'échangeur Idemili-Obosi sur la route Onitsha-Owerri (Idemili-Sud, Anambra), code Obosi; deux policiers ont été tués et leur véhicule de patrouille incendié; un véhicule appartenant aux assaillants ""}]"
8775776,566,NIG23001,23001,18/12/2021,2021,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Zamfara Communal Militia (Nigeria),,4,14,Western Africa,Nigeria,Zamfara,Shinkafi,,Shinkafi,13.0753,6.5105,1,Daily Leadership (Nigeria); Sun (Nigeria),International,"On 18 December 2021, Nigerian air force, aided by ground troops, raided camps of Zamfara militias in Shinkafi town (Shinkafi, Zamfara). Several militia members were killed, and Bello Turji, one of the militia leaders was wounded; a raid was also carried out in Sokoto [coded separately]. Several fatalities coded as 10.",10,1642167838,NGA,"[{'translation_text': ""Le 18 décembre 2021, l'armée de l'air nigériane, appuyée par des troupes terrestres, a perquisitionné les camps des milices Zamfara dans la ville de Shinkafi (Shinkafi, Zamfara), tuant plusieurs membres des milices et blessant Bello Turji, l'un des chefs des milices; un raid a également été effectué à""}]"
8775777,566,NIG23002,23002,18/12/2021,2021,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Sokoto Communal Militia (Nigeria),,4,14,Western Africa,Nigeria,Sokoto,Sokoto North,,Sokoto,13.0682,5.2347,2,Sun (Nigeria); Daily Leadership (Nigeria),International,"On 18 December 2021, Nigerian air force, aided by ground troops, raided camps of Sokoto militias at the Bafarawa, Isa and Sabon Birni axis in Sokoto North LGA (Sokoto), coded as Sokoto. Several militia members were killed, and Bello Turji, one of the militia leaders was wounded; the raid was also carried out in Zamfara [coded separately]. Several fatalities coded as 10.",10,1642167838,NGA,"[{'translation_text': ""Le 18 décembre 2021, l'armée de l'air nigériane, appuyée par des troupes terrestres, a perquisitionné des camps de milices sokoto à l'axe de Bafarawa, Isa et Sabon Birni dans la LGA du Nord de Sokoto (Sokoto), code Sokoto; plusieurs membres des milices ont été tués et Bello Turji""}]"
8792989,566,NIG22991,22991,18/12/2021,2021,1,Battles,Armed clash,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-) Department of State Services,Abaji Communal Militia (Nigeria),1,13,Western Africa,Nigeria,Federal Capital Territory,Abaji,,Abaji,8.4667,6.95,1,Nigeria Punch; Daily Trust (Nigeria); Sahara Reporters,Subnational-National,"On 18 December 2021, unidentified armed men attacked an outpost of the DSS and engaged in a gun battle with DSS operatives and Abaji local militia members in Abaji (Abaji, FCT). One militiaman was killed and one DSS Operative was abducted, a ransom of 20 million naira was demanded; the DSS denied the report that its operative was abducted.",1,1643040847,NGA,"[{'translation_text': ""Le 18 décembre 2021, des hommes armés non identifiés ont attaqué un avant-poste du DSS et se sont battus avec des agents du DSS et des membres de la milice locale d'Abaji à Abaji (Abaji, FCT). Un miliciens a été tué et un opérationnaire du DSS a été enlevé, une rançon de 20 millions de naira a été exigée""}]"
8843294,854,BFO6049,6049,18/12/2021,2021,1,Violence against civilians,Attack,VDP: Volunteer for Defense of Homeland,,4,Civilians (Burkina Faso),,7,47,Western Africa,Burkina Faso,Sahel,Oudalan,Markoye,Markoye,14.6387,0.0342,1,Undisclosed Source; Facebook,Local partner-Other,"On 18 December 2021, volunteer fighters (VDP) shot and wounded a civilian while firing warning shots against suspected ISWAP (Greater Sahara) militants in the town of Markoye (Markoye, Oudalan).",0,1645032563,BFA,"[{'translation_text': ""Le 18 décembre 2021, des combattants volontaires (VDP) ont tué et blessé un civil alors qu'ils tiraient des coups de feu d'avertissement contre des militants soupçonnés d'appartenir à l'ISWAP (Greater Sahara) dans la ville de Markoye (Markoye, Oudalan).""}]"
8917461,566,NIG22999,22999,18/12/2021,2021,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Government of Nigeria (2015-),7,37,Western Africa,Nigeria,Imo,Owerri Municipal,,Owerri,5.4833,7.0304,1,EONS Intelligence; Nigeria Punch,National,"On 18 December 2021, unidentified armed men abducted the chief priest of Ala Owerri and the village chairman of Umunwagbara community in Owerri (Owerri Municipal, Imo). There are no reports about demands for ransom.",0,1648493877,NGA,"[{'translation_text': ""Le 18 décembre 2021, des hommes armés non identifiés ont enlevé le prêtre principal d'Ala Owerri et le chef de village de la communauté Umunwagbara à Owerri (Municipalité d'Owerri, Imo).""}]"
8704618,854,BFO6037,6037,17/12/2021,2021,1,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Burkina Faso (2015-),,1,12,Western Africa,Burkina Faso,Nord,Yatenga,Thiou,Bango,13.6651,-2.5438,1,Sidwaya; Facebook; Undisclosed Source,Local partner-Other,"On 17 December 2021, presumed JNIM militants carried out a complex ambush involving an IED detonation during the passage of a military patrol in the village of Bango (Thiou, Yatenga). Three soldiers were wounded.",0,1641863883,BFA,"[{'translation_text': ""Le 17 décembre 2021, des militants présumés du JNIM ont procédé à une embuscade complexe impliquant la détonation d'une IED au cours du passage d'une patrouille militaire dans le village de Bango (Thiou, Yatenga) et trois soldats ont été blessés.""}]"
8704619,854,BFO6038,6038,17/12/2021,2021,1,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,2,Police Forces of Burkina Faso (2015-) Gendarmerie,,1,12,Western Africa,Burkina Faso,Sahel,Seno,Dori,Diomga,14.0672,-0.0452,1,Sahel Security Alerts; Al Nabaa; Sidwaya; MinuteBf,New media,"On 17 December 2021, presumed ISWAP (Greater Sahara) militants attacked a gendarmerie checkpoint in the village of Diomga (Dori, Seno). One gendarme and one militant were killed. The gendarmes seized a weapon and a motorcycle. ISWAP claimed responsibility and said it killed two gendarmes, seized weapons and a motorcycle.",2,1641863883,BFA,"[{'translation_text': ""Le 17 décembre 2021, des militants présumés de l'ISWAP (Greater Sahara) ont attaqué un poste de contrôle de la gendarmerie dans le village de Diomga (Dori, Sénégal). Un gendarme et un militant ont été tués; les gendarmes ont saisi une arme et une moto.""}]"
8704620,854,BFO6043,6043,17/12/2021,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Burkina Faso (2015-),,1,12,Western Africa,Burkina Faso,Centre-Nord,Bam,Bourzanga,Namssiguia,13.8317,-1.6082,2,Undisclosed Source; Signal; Facebook; Sidwaya,Local partner-Other,"On 17 December 2021, an army fuel tanker struck an IED likely planted by JNIM militants between Namssiguia and Bourzanga (Bourzanga, Bam). One soldier was wounded.",0,1641863883,BFA,"[{'translation_text': ""Le 17 décembre 2021, un pétrolier de l'armée a frappé un explosif de destruction incendiaire probablement planté par des militants du JNIM entre Namssiguia et Bourzanga (Bourzanga, Bam) et un soldat a été blessé.""}]"
8704622,854,BFO6047,6047,17/12/2021,2021,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Nord,Loroum,Titao,You,13.7034,-2.1413,1,MinuteBf; Facebook,New media,"On 17 December 2021, presumed JNIM militants killed four people in the village of You (Titao, Loroum). Those killed had been abducted on 16 December.",4,1641863883,BFA,"[{'translation_text': 'Le 17 décembre 2021, des militants présumés du JNIM ont tué quatre personnes dans le village de You (Titao, Loroum), qui avaient été enlevées le 16 décembre.'}]"
8704872,466,MLI5986,5986,17/12/2021,2021,1,Explosions/Remote violence,Shelling/artillery/missile attack,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),,1,12,Western Africa,Mali,Mopti,Douentza,Hombori,Hombori,15.279,-1.7004,1,Twitter; Armee Francaise,New media-International,"On 17 December 2021, presumed JNIM militants fired mortar shells against a Malian army position in the town of Hombori (Douentza, Mopti). French fighter jets intervened in support of the Malian army. There were no casualties.",0,1641863883,MLI,"[{'translation_text': ""Le 17 décembre 2021, des militants présumés du JNIM ont tiré des obus de mortier contre une position de l'armée malienne dans la ville de Hombori (Douentza, Mopti) et des chasseurs français sont intervenus à l'appui de l'armée malienne.""}]"
8704873,466,MLI5987,5987,17/12/2021,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),,1,12,Western Africa,Mali,Mopti,Bandiagara,Bara Sara,Mandoli,14.0615,-3.7861,2,Twitter; Undisclosed Source,Local partner-Other,"On 17 December 2021, a Malian army vehicle struck an IED likely planted by JNIM militants between Mandoli and Diallo (Bandiagara, Mopti). Five soldiers were lightly wounded.",0,1641863883,MLI,"[{'translation_text': ""Le 17 décembre 2021, un véhicule de l'armée malienne a frappé un engin explosif de circonstance probablement planté par des militants du JNIM entre Mandoli et Diallo (Bandiagara, Mopti) et cinq soldats ont été légèrement blessés.""}]"
8705105,562,NIR14277,14277,17/12/2021,2021,1,Violence against civilians,Attack,Djerma Ethnic Militia (Niger),,4,Civilians (Niger),Fulani Ethnic Group (Niger); Pastoralists (Niger),7,47,Western Africa,Niger,Tillaberi,Filingue,Filingue,Zama Kaina,14.2896,2.8328,2,Signal; Whatsapp,New media,"On 17 December 2021, Djerma militiamen from Bani Bangou killed ten Fulani travelers and wounded one near the village of Zama Kaina (Filingue, Tillaberi). The Bani Bangou militia denied responsibility.",10,1641863884,NER,"[{'translation_text': 'Le 17 décembre 2021, des miliciens djerma de Bani Bangou ont tué dix Fulanis et blessé un près du village de Zama Kaina (Filingue, Tillaberi), et les miliciens de Bani Bangou ont nié leur responsabilité.'}]"
8705830,854,BFO6041,6041,17/12/2021,2021,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Boucle du Mouhoun,Sourou,Tougan,Kassan,12.9948,-3.0226,1,Facebook,New media,"Property destruction: On 17 December 2021, presumed JNIM militants burned a school office and teachers room in the village of Kassan (Tougan, Sourou).",0,1641863886,BFA,"[{'translation_text': ""Destruction de biens : Le 17 décembre 2021, des militants présumés du JNIM ont incendié un bureau scolaire et une salle d'enseignants dans le village de Kassan (Tougan, Sourou).""}]"
8705897,324,GUI2137,2137,17/12/2021,2021,1,Riots,Violent demonstration,Rioters (Guinea),Taxi Drivers (Guinea),5,,,0,50,Western Africa,Guinea,Boke,Boke,Boke-Centre,Boke,10.9409,-14.2967,1,Guinee Matin,National,"On 17 December 2021, several taxi bike drivers demonstrated in Boke town (Boke-Centre, Boke), to demand the release of one of their colleagues who was arrested allegedly for wanting to create another taxi bike drivers union. They erected barricades on roads. [size=several]",0,1641863886,GIN,"[{'translation_text': ""Le 17 décembre 2021, plusieurs chauffeurs de taxi à bicyclette ont manifesté dans la ville de Boke (Boke-Centre, Boke) pour demander la libération d'un de leurs collègues qui aurait été arrêté pour avoir voulu créer un autre syndicat de chauffeurs de taxi à bicyclette et ont érigé des barricades sur les routes.""}]"
8705902,324,GUI2138,2138,17/12/2021,2021,1,Riots,Violent demonstration,Rioters (Guinea),Labour Group (Guinea),5,Military Forces of Guinea (2021-),,1,15,Western Africa,Guinea,Kindia,Kindia,Madina-Oula,Madina-Oula,9.88,-12.45,2,Guinee Matin,National,"On 17 December 2021, 81 workers of a Chinese company demonstrated in Sekhoussoriya village, Madina-Oula subdivision (Madina-Oula, Kindia) against their dismissal by the company. They erected barricades on roads. The military forces intervened and fired tear gas at them, to which their replied with stones. Several demonstrators were injured. [size=81]",0,1641863886,GIN,"[{'translation_text': ""Le 17 décembre 2021, 81 travailleurs d'une entreprise chinoise ont manifesté dans le village de Sekhoussoriya, subdivision Madina-Oula (Madina-Oula, Kindia) contre leur licenciement par l'entreprise. Ils ont érigé des barricades sur les routes. Les forces militaires sont intervenues et ont tiré des gaz lacrymogènes sur eux, auxquels ils ont""}]"
8705942,132,CPV113,113,17/12/2021,2021,1,Protests,Peaceful protest,Protesters (Cape Verde),Women (Cape Verde),6,,,0,60,Western Africa,Cape Verde,Praia,Nossa Senhora da Graca,,Praia,14.9315,-23.5125,1,Inforpress,National,"On 17 December 2021, a group took to the streets in Praia (Nossa Senhora da Graca, Praia) in a demonstration against gender-based violence (GBV). [size=no report]",0,1641863886,CPV,"[{'translation_text': 'Le 17 décembre 2021, un groupe a pris la rue à Praia (Nossa Senhora da Graca, Praia) pour une manifestation contre la violence sexiste (GBV). [dimension=pas de rapport]'}]"
8706263,566,NIG22989,22989,17/12/2021,2021,1,Protests,Peaceful protest,Protesters (Nigeria),Refugees/IDPs (Nigeria),6,,,0,60,Western Africa,Nigeria,Borno,Maiduguri Metro,,Maiduguri,11.8312,13.1517,1,Nigeria Punch,National,"On 17 December 2021, IDPs in the teachers village camp in Maiduguri (Maiduguri Metro, Borno) protested against the government's decision to close the camp without any proper alternative accommodation. [size=no report]",0,1641863887,NGA,"[{'translation_text': ""Le 17 décembre 2021, des personnes déplacées dans le camp de village d'enseignants de Maiduguri (Métro Maiduguri, Borno) ont protesté contre la décision du Gouvernement de fermer le camp sans offrir d'autres possibilités d'hébergement. [size=no report]""}]"
8706512,686,SEN1421,1421,17/12/2021,2021,1,Protests,Peaceful protest,Protesters (Senegal),Yen A Marre Movement; FRAPP: Front for a Popular and Pan-African Anti-Imperialist Revolution,6,,,0,60,Western Africa,Senegal,Dakar,Dakar,Plateau,Dakar,14.6667,-17.4441,1,RFI,International,"On 17 December 2021, hundreds of members of the Yen A Marre and FRAPP civil society movements demonstrated in Dakar city (Plateau, Dakar) to denounce what they termed unfair justice. [size=hundreds]",0,1641863887,SEN,"[{'translation_text': ""Le 17 décembre 2021, des centaines de membres des mouvements de la société civile Yen A Marre et FRAPP ont manifesté à Dakar (Plateau, Dakar) pour dénoncer ce qu'ils appelaient une justice injuste.""}]"
8706572,854,BFO6042,6042,17/12/2021,2021,1,Strategic developments,Disrupted weapons use,Military Forces of Burkina Faso (2015-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Burkina Faso,Centre-Nord,Bam,Bourzanga,Namssiguia,13.8317,-1.6082,2,Signal,New media,"Defusal: On 17 December 2021, soldiers discovered and detonated an IED likely planted by JNIM militants on the road between Namssiguia (Bourzanga, Bam) and Djibo (Djibo, Soum).",0,1641863888,BFA,"[{'translation_text': 'Défaut : Le 17 décembre 2021, des soldats ont découvert et explosé un engin explosif de circonstance probablement posé par des militants du JNIM sur la route entre Namssiguia (Bourzanga, Bam) et Djibo (Djibo, Soum).'}]"
8706673,566,NIG22987,22987,17/12/2021,2021,1,Riots,Mob violence,Rioters (Nigeria),Vigilante Group (Nigeria),5,Civilians (Nigeria),,7,57,Western Africa,Nigeria,Anambra,Awka South,,Awka,6.2101,7.0741,1,Sun (Nigeria),National,"On 17 December 2021, a mob killed two suspected thieves in Awka (Awka South, Anambra) by setting them ablaze. [size=no report]",2,1641863888,NGA,"[{'translation_text': 'Le 17 décembre 2021, une foule a tué deux présumés voleurs à Awka (Awka-Sud, Anambra) en les incendiant. [size=no report]'}]"
8706958,854,BFO6040,6040,17/12/2021,2021,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Boucle du Mouhoun,Nayala,Gassan,Gassan,12.8166,-3.2,1,Undisclosed Source,Local partner-Other,"Property destruction: On 17 December 2021, presumed JNIM militants burned two classrooms at a school in the town of Gassan (Gassan, Nayala).",0,1641863888,BFA,"[{'translation_text': 'Destruction de biens : Le 17 décembre 2021, des militants présumés du JNIM ont brûlé deux salles de classe dans une école de la ville de Gassan (Gassan, Nayala).'}]"
8707074,854,BFO6044,6044,17/12/2021,2021,1,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2015-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Burkina Faso,Nord,Yatenga,Thiou,Thiou,13.8031,-2.6545,2,Undisclosed Source,Local partner-Other,"On 17 December 2021, the Burkinabe air force conducted airstrike against presumed JNIM militant positions in the area of Thiou (Thiou, Yatenga). Casualties unknown.",0,1641863889,BFA,"[{'translation_text': ""Le 17 décembre 2021, l'armée de l'air burkinabè a procédé à une frappe aérienne contre des positions militantes présumées du JNIM dans la région de Thiou (Thiou, Yatenga); les pertes en vies humaines sont inconnues.""}]"
8707157,854,BFO6045,6045,17/12/2021,2021,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Nord,Yatenga,Namissiguima,Tougou,13.6838,-2.2511,1,Undisclosed Source,Local partner-Other,"On 17 December 2021, presumed JNIM militants looted and destroyed property and briefly detained two civilians in the village of Tougou (Namissiguima, Yatenga).",0,1641863889,BFA,"[{'translation_text': 'Le 17 décembre 2021, des militants présumés du JNIM ont pillé et détruit des biens et arrêté brièvement deux civils dans le village de Tougou (Namissiguima, Yatenga).'}]"
8707225,854,BFO6039,6039,17/12/2021,2021,2,Violence against civilians,Attack,Police Forces of Burkina Faso (2015-) Gendarmerie,,1,Civilians (Burkina Faso),Prisoners (Burkina Faso); Fulani Ethnic Group (Burkina Faso); Pastoralists (Burkina Faso),7,17,Western Africa,Burkina Faso,Sud-Ouest,Poni,Gaoua,Gaoua,10.33,-3.18,1,Whatsapp,New media,"Around 17 December 2021 (as reported), two elderly Fulani men arrested during military operation Koundalgou 4 on 25 November in the village of Helintira (Djigoue, Poni) were announced to have died in detention within the past 72 hours in the city of Gaoua (Gaoua, Poni). One died at the gendarmerie and the other at the hospital after being admitted for care. While the circumstances of their deaths are unknown, it is presumed that they were tortured and killed.",2,1641863889,BFA,"[{'translation_text': ""Vers le 17 décembre 2021 (comme on l'a signalé), deux hommes Fulani âgés arrêtés lors de l'opération militaire Koundalgou 4 le 25 novembre dans le village de Helintira (Djigoue, Poni) ont été annoncés décédés en détention dans les 72 dernières heures dans la ville de Gaoua (Gaoua, Poni), l'un étant mort à la gendarme""}]"
8707245,478,MAA1289,1289,17/12/2021,2021,1,Protests,Peaceful protest,Protesters (Mauritania),Teachers (Mauritania),6,,,0,60,Western Africa,Mauritania,Tiris Zemmour,Fderick,Zoueirat,Zouerat,22.7354,-12.4713,1,Zouerat Media,National,"On 17 December 2021, teachers held a protest sit-in in Zouerat (Tiris-Zemmour, Fderick) to demand to benefit from financial support by the Ministry of Education. [size=no report]",0,1641863889,MRT,"[{'translation_text': ""Le 17 décembre 2021, des enseignants ont organisé une protestation à Zouerat (Tiris-Zemmour, Fderick) pour demander à bénéficier d'un soutien financier du Ministère de l'éducation. [size=no report]""}]"
8775842,566,NIG22986,22986,17/12/2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Tiv Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Awe,,Awe,8.1,9.1333,2,Nigeria Punch; Legit,International,"On 17 December 2021, suspected armed Fulani pastoralists attacked Tiv farmers in Awe LGA (Nassarawa), Obi and Lafia LGAs [coded separately] in reprisal of the discovery of the body of their kinsman in a community in the Obi LGA. Between 20 to 45 farmers were killed in the attacks which lasted from 17 to 19 December; 27 others were wounded and up to 5000 persons were displaced. 20 fatalities split across 9 events.",2,1642167838,NGA,"[{'translation_text': ""Le 17 décembre 2021, des éleveurs Fulani armés soupçonnés d'avoir attaqué des agriculteurs tiv dans la LGA d'Awe (Nassarawa), d'Obi et de Lafia [codes séparément] en représailles de la découverte du corps de leur parent dans une communauté de la LGA d'Obi. Entre 20 et 45 agriculteurs""}]"
8775843,566,NIG22988,22988,17/12/2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Tiv Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Lafia,,Lafia,8.4833,8.5167,2,Legit; Nigeria Punch,International,"On 17 December 2021, suspected armed Fulani pastoralists attacked Tiv farmers in Lafia LGA (Nassarawa), Obi and Awe LGAs [coded separately] in reprisal of the discovery of the body of their kinsman in a community in the Obi LGA. Between 20 to 45 farmers were killed in the attacks which lasted from 17 to 19 December; 27 others were wounded and up to 5000 persons were displaced. 20 fatalities split across 9 events.",3,1642167838,NGA,"[{'translation_text': ""Le 17 décembre 2021, des éleveurs Fulani armés soupçonnés d'avoir attaqué des agriculteurs tiv dans les LGA de Lafia (Nassarawa), Obi et Awe [codes séparément] en représailles de la découverte du corps de leur parent dans une communauté de l'Agglomération de Obi. Entre 20 et 45 agriculteurs ont été t""}]"
8775844,566,NIG22990,22990,17/12/2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Tiv Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Obi,,Obi,8.3667,8.7667,2,Nigeria Punch; Legit,International,"On 17 December 2021, suspected armed Fulani pastoralists attacked Tiv farmers in Obi LGA (Nassarawa), Lafia and Awe LGAs [coded separately] in reprisal of the discovery of the body of their kinsman in a community in the Obi LGA. Between 20 to 45 farmers were killed in the attacks which lasted from 17 to 19 December; 27 others were wounded and up to 5000 persons were displaced. 20 fatalities split across 9 events.",2,1642167838,NGA,"[{'translation_text': ""Le 17 décembre 2021, des éleveurs Fulani armés soupçonnés d'avoir attaqué des agriculteurs tiv dans les LGA d'Obi (Nassarawa), de Lafia et d'Awe [codes séparément] en représailles de la découverte du corps de leur parent dans une communauté de l'Agglomération d'Obi. Entre 20 et 45 ""}]"
8785945,566,NIG23213,23213,17/12/2021,2021,2,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),APC: All Progressives Congress,7,37,Western Africa,Nigeria,Adamawa,Yola-North,,Yola,9.2,12.4833,1,Sahara Reporters,Regional,"Around 17 December 2021 (as reported), unidentified individuals attacked at least four people, including a member of the APC, with acid in Yola (Yola-North, Adamawa).",0,1642439769,NGA,"[{'translation_text': ""Vers le 17 décembre 2021, des individus non identifiés ont attaqué au moins quatre personnes, dont un membre de l'APC, à l'acide à Yola (Yola-Nord, Adamawa).""}]"
